Year,HUC 12 Code,Watershed Name,Number of DMR Dischargers,Number of TRI Dischargers,Total DMR Discharges (lb/yr),Total TRI Discharges (lb/yr),Total DMR TWPE (lb-eq/yr),Total TRI TWPE (lb-eq/yr),DMR Metals Discharges (lb/yr),TRI Metals Discharges (lb/yr),DMR Metals TWPE (lb-eq/yr),TRI Metals TWPE (lb-eq/yr),DMR Priority Pollutants Discharges (lb/yr),TRI Priority Pollutants Discharges (lb/yr),DMR Priority Pollutants TWPE (lb-eq/yr),TRI Priority Pollutants TWPE (lb-eq/yr),DMR Solids Discharges (lb/yr),DMR Organic Enrichment Discharges (lb/yr),Total DMR Nitrogen Discharges (lb/yr),DMR Nitrogen Discharges from POTWs (lb/yr),Total DMR Phosphorus Discharges (lb/yr),DMR Phosphorus Discharges from POTWs (lb/yr),DMR Nitrogen Discharges from Non-POTWs (lb/yr),DMR Phosphorus Discharges from Non-POTWs (lb/yr),DMRAvgPathogen Indicators Discharges (cfu/100mL),DMR Max Pathogen Indicators Discharges (cfu/100mL),DMRAvgTemperature Discharges (DegF),DMR Max Temperature Discharges (DegF),DMR Avg Daily Flow (MGD),DMR Total Annual Flow (Mgal/yr),Number of Active CSOs
2012,210100020101,Rio Corozal,2,0,49119231.1852659581959725,,1183.54131569872102275,,62.4765596611421475,,44.277537544438527,,259.3152280689709725,,262.76845947712852275,,13622.49,12900.89497,84756423.212630780625,84756423.212630780625,123.2597311,,0,123.2597311,671.604166666666666666666666666666666667,12174,81.56,87.62,0.702375,608.334,
2012,210100020102,Rio Mavilla,1,0,458.1391310179992,,55.47594375055685925,,1.24033602,,1.17301581955685925,,1.24033602,,1.17301581955685925,,,132.1263167,0,,42.67362006,,0,42.67362006,,,76.865,86,0.021425,7.8651,
2012,210100020103,Rio Morovis,4,0,80385875.75799390115785223636363636363637,,925.512076670861578462772727272727272727,,76.04723336306712496363636363636363636364,,33.79338807961982815186363636363636363636,,76.04723336306712496363636363636363636364,,33.79338807961982815186363636363636363636,,19064.43,19038.1187160435285,11807796.534393614347074357624,11807675.26289068095525,4578.2575727466375,4272.07303,121.271502933391824357624,306.1845426756375,5059.625,160000,80.49,87.08,.4631084583333333333333333333333333333325,676.994484,
2012,210100020104,Rio Unibon,1,0,5695571.0622459966441075,,34.368650308548234,,1.7727479466891075,,1.670108637510684,,2.3565170242941075,,2.318092313652234,,1071.63,1137.78,12524.1047,12524.1047,1056.91776,1056.91776,,,10645,127107,83.39,89.06,.1573333333333333333333333333333333333333,57.346,
2012,210100020105,Rio Indio,1,0,354.77113352451520491,,128.3131938086912168955,,9.23870754765085491,,3.2811878832521498955,,9.23870754765085491,,3.2811878832521498955,,,0,17.1795151670143152564,,74.56228314862635,,17.1795151670143152564,74.56228314862635,,,79.85,83.3,0.16695675,60.314111,
2012,210100020106,Rio Cibuco near mouth,2,0,47464134.527698181644995,,1206.38598173799345675,,47.980893043478745,,43.49457158336370675,,47.980893043478745,,43.49457158336370675,,34164.27,32810.4,106363.86591572276472,106363.86591572276472,8796.147426,8796.147426,,,5866.416666666666666666666666666666666667,20179,85.775,89.06,2.52125,919.991,
2012,210100020202,Rio Orocovis,3,0,2059583.593057169419485,,234.606392304759566595,,119.013830973912105,,41.02932202041202425,,119.897087307359985,,42.00973655053917105,,9733.311,4771.098002,2839873.578817648815601671414,2839869.516300033,3409.198118154675,3033.853653,4.062517615815601671414,375.3444648,281.333333333333333333333333333333333333,5966,78.21,84.2,.1640833333333333333333333333333333333333,183.512545454545454545454545454545454545,
2012,210100020203,Rio Sana Muerto,1,0,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,0,0,
2012,210100020205,Rio Matrullas at Lago de Matrullas Dam,1,0,35088.7067499184922618181818181818181818,,350.199175737603794318181818181818181818,,81.50633654644908,,282.8044362881296125,,81.50633654644908,,282.8044362881296125,,,24460.7628136238181818181818181818181818,0,,,,0,,2,3,71.3075,73.94,.4301666666666666666666666666666666666667,159.99,
2012,210100020208,Rio Toro Negro,3,0,54420.6129546738171640909090909090909091,,105.7964778400816818,,9.991776401125155,,7.60845429716925294,,10.52644670544333681818181818181818181818,,8.20193833496243475818181818181818181818,,4715.291911283672727272727272727272727273,1119.116626362297818181818181818181818182,410.110735322754882721734545454545454545,,131.562874309573636363636363636363636364,,410.110735322754882721734545454545454545,131.562874309573636363636363636363636364,28.61111111111111111111111111111111111111,115,79.315,91.94,.0707904166666666666666666666666666666667,77.63962036363636363636363636363636363636,
2012,210100020209,Rio Cialitos,2,0,16100.135685252732710835,,89.227868081364055449,,17.505951883992853785,,9.2237079472790949585,,18.050138609448710835,,9.827755212535096284,,,1017.1030598909775,29.097031310402908103118,,311.6950106,,29.097031310402908103118,311.6950106,0,0,74.96,84.74,.1113283333333333333333333333333333333333,81.09128,
2012,210100020210,Rio Grande de Manati,5,0,20674109.95539391321537717840909090909091,,22453.4473458911771979471136363636363636,,103024.1359096217384544511363636363636364,,4537.505779169074766447113636363636363636,,111437.7367731271876044511363636363636364,,13876.6027376601233229471136363636363636,,10689.84,87429.0880458258308181818181818181818182,5.0311199661433452,0,7349.752846637031886363636363636363636364,2295.335937,5.0311199661433452,5054.416909993281886363636363636363636364,3165.0625,82972,80.148125,95.18,2.49120955,4688.749963,
