Year,HUC 12 Code,Watershed Name,Number of DMR Dischargers,Number of TRI Dischargers,Total DMR Discharges (lb/yr),Total TRI Discharges (lb/yr),Total DMR TWPE (lb-eq/yr),Total TRI TWPE (lb-eq/yr),DMR Metals Discharges (lb/yr),TRI Metals Discharges (lb/yr),DMR Metals TWPE (lb-eq/yr),TRI Metals TWPE (lb-eq/yr),DMR Priority Pollutants Discharges (lb/yr),TRI Priority Pollutants Discharges (lb/yr),DMR Priority Pollutants TWPE (lb-eq/yr),TRI Priority Pollutants TWPE (lb-eq/yr),DMR Solids Discharges (lb/yr),DMR Organic Enrichment Discharges (lb/yr),Total DMR Nitrogen Discharges (lb/yr),DMR Nitrogen Discharges from POTWs (lb/yr),Total DMR Phosphorus Discharges (lb/yr),DMR Phosphorus Discharges from POTWs (lb/yr),DMR Nitrogen Discharges from Non-POTWs (lb/yr),DMR Phosphorus Discharges from Non-POTWs (lb/yr),DMRAvgPathogen Indicators Discharges (cfu/100mL),DMR Max Pathogen Indicators Discharges (cfu/100mL),DMRAvgTemperature Discharges (DegF),DMR Max Temperature Discharges (DegF),DMR Avg Daily Flow (MGD),DMR Total Annual Flow (Mgal/yr),Number of Active CSOs
2013,210100020101,Rio Corozal,2,0,38769713.812796971303845,,454.5984667436828595,,31.987569441118095,,27.5882290413465645,,38.260890294452595,,34.5516151885478595,,18107.46,8167.627048,36607954.78343687355,36607954.78343687355,116.7984662,,0,116.7984662,267.333333333333333333333333333333333334,1107,81.5825,86.72,0.656875,489.0636,
2013,210100020102,Rio Mavilla,1,0,122746.716207729999,,294.647389939828611,,6.967804802,,8.569486726453611,,6.967804802,,8.569486726453611,,,1548.504928,0,,226.0106869,,0,226.0106869,,,74.69,77.54,.2538333333333333333333333333333333333333,92.291,
2013,210100020103,Rio Morovis,4,0,1598431.43356943992109325,,836.6667632984239779375,,123.94869911552159325,,57.6642783338967279375,,123.94869911552159325,,57.6642783338967279375,,8599.5,13752.31041,5419.938839,5419.938839,4956.798423,3597.268939,0,1359.529483,52.08333333333333333333333333333333333325,1851,80.215,86,.4097380833333333333333333333333333333325,597.139846,
2013,210100020104,Rio Unibon,1,0,657769.33642926170763,,50.03656079193939825,,5.542589404,,5.75101969604679825,,5.865803711,,6.10978757643939825,,1417.815,1408.995,5723.27649,5723.27649,931.4412009,931.4412009,,,827.916666666666666666666666666666666667,8756,82.82,85.1,.1851666666666666666666666666666666666667,67.727,
2013,210100020105,Rio Indio,1,0,3372.0560835438322658925,,123.22143310417887348675,,6.9395225803872158925,,2.16428167783924848675,,6.9395225803872158925,,2.16428167783924848675,,,812.49044676642675,0,,838.15587552040155,,0,838.15587552040155,,,79.83090909090909090909090909090909090909,85.46,.1694979166666666666666666666666666666667,62.023882,
2013,210100020106,Rio Cibuco near mouth,2,0,109576227.89316810409677,,1617.636017935432089,,592.14848669312427,,402.151278489348339,,592.14848669312427,,402.151278489348339,,40695.48,44593.92,26546.32563099615,26546.32563099615,6836.707763,6836.707763,,,14373.1666666666666666666666666666666667,160000,85.16,87.08,2.52341666666666666666666666666666666667,921.409,
2013,210100020202,Rio Orocovis,3,0,6084510.84278398450631802272727272727273,,192.41043976052112375,,62.37871462154689302272727272727272727273,,23.48577487578705075,,63.85691444499619302272727272727272727273,,25.12657667981577375,,2696.715,3688.322671,1525614.72035123025,1525614.72035123025,3309.207643827225,3159.471550606875,0,149.7360932,6127.25,79621,79.175,87.8,.1679027777777777777777777777777777777778,184.0505,
2013,210100020203,Rio Sana Muerto,1,0,20756705.9572633855716468,,314.77050452508400404,,50.0094651552516468,,10.23128080893280404,,50.0094651552516468,,10.23128080893280404,,,2207.147088,0,,,,0,,147.6,414,75.092,77.54,0.22828,84.23616,
2013,210100020205,Rio Matrullas at Lago de Matrullas Dam,1,0,38121.0804753188485090909090909090909091,,7.59656239886847927272727272727272727273,,0.089837139,,0.074483607,,0.089837139,,0.074483607,,,158.470159878163636363636363636363636364,0,,,,0,,415,415,70.325,72.86,0.028525,10.4867,
2013,210100020208,Rio Toro Negro,2,0,105723.737501295877425,,771.93139960530817125,,10.75980624,,6.8966014950058905,,629.099727786543825,,693.25391441350136925,,2226.320673,1621.012211,136.1412696887221547184,,234.6876703,,136.1412696887221547184,234.6876703,55.55555555555555555555555555555555555556,100,84.0425,95.36,.1211228787878787878787878787878787878788,88.93501333333333333333333333333333333333,
