Year,HUC 12 Code,Watershed Name,Number of DMR Dischargers,Number of TRI Dischargers,Total DMR Discharges (lb/yr),Total TRI Discharges (lb/yr),Total DMR TWPE (lb-eq/yr),Total TRI TWPE (lb-eq/yr),DMR Metals Discharges (lb/yr),TRI Metals Discharges (lb/yr),DMR Metals TWPE (lb-eq/yr),TRI Metals TWPE (lb-eq/yr),DMR Priority Pollutants Discharges (lb/yr),TRI Priority Pollutants Discharges (lb/yr),DMR Priority Pollutants TWPE (lb-eq/yr),TRI Priority Pollutants TWPE (lb-eq/yr),DMR Solids Discharges (lb/yr),DMR Organic Enrichment Discharges (lb/yr),Total DMR Nitrogen Discharges (lb/yr),DMR Nitrogen Discharges from POTWs (lb/yr),Total DMR Phosphorus Discharges (lb/yr),DMR Phosphorus Discharges from POTWs (lb/yr),DMR Nitrogen Discharges from Non-POTWs (lb/yr),DMR Phosphorus Discharges from Non-POTWs (lb/yr),DMRAvgPathogen Indicators Discharges (cfu/100mL),DMR Max Pathogen Indicators Discharges (cfu/100mL),DMRAvgTemperature Discharges (DegF),DMR Max Temperature Discharges (DegF),DMR Avg Daily Flow (MGD),DMR Total Annual Flow (Mgal/yr),Number of Active CSOs
2011,210100020101,Rio Corozal,2,0,35278869.72432249826469938475677321839695,,1210.728258118125744775848080155189588175,,150.02035476447320238388563616179356037,,112.044527081385558073133173430496364108,,153.01116199779672738388563616179356037,,115.364323110374670823133173430496364108,,14994,19545.6768083242679727000383212159974,44231343.97162483513354081060512670882577,44231318.48090064250075032,602.0488852699354236000003383771832,,25.4907241926327904906051267088257736842,602.0488852699354236000003383771832,1785.208333333333333333333333333333333333,25091,80.99,86.54,.885870849170833333333334841666666666665,649.2589106428000000000010136,
2011,210100020102,Rio Mavilla,1,0,398.912657186806875,,44.312615598745305,,0.741481814,,0.770712294,,0.741481814,,0.770712294,,,139.7583563,3.3609530921367429,,21.85897909,,3.3609530921367429,21.85897909,,,75.035,77.36,0.01625,5.94,
2011,210100020103,Rio Morovis,4,0,37181881.74148837133420712272727272727273,,572.211404598909109144090909090909090909,,73.54835927909447985,,39.072891996621781515,,73.54835927909447985,,39.072891996621781515,,49347.018,46113.108233869215,1839793.11841539225047933522181818181818,1839726.7218689339298770676,1712.470422,1540.206524,66.39654645832060226762181818181818181818,172.263898,3770.041666666666666666666666666666666675,160000,79.985,84.38,.3311504166666666666666666666666666666675,484.03693,
2011,210100020104,Rio Unibon,1,0,504073.1825181633412125,,73.713493601252442,,3.6533359496962125,,2.593618693234128,,5.2545216911662125,,4.370934866265828,,1316.704725,998.6886,12439.8082621471981869288,12439.8082621471981869288,889.5580109,889.5580109,,,1406.083333333333333333333333333333333333,15618,81.56,85.64,0.1795,65.673,
2011,210100020105,Rio Indio,1,0,3426.477195832019371636363636363636363636,,164.864423591436060793636363636363636364,,7.971612788,,4.84280806720424175,,8.549186106448008,,5.26363090490926143,,,720.4692032,30.53562159326029218687272727272727272727,,60.03325005,,30.53562159326029218687272727272727272727,60.03325005,,,78.725,82.4,.1685583333333333333333333333333333333333,61.5171,
2011,210100020106,Rio Cibuco near mouth,2,0,83617540.662625721165295,,1021.850296037632845,,70.507797558815295,,74.090686352622345,,70.507797558815295,,74.090686352622345,,20451.375,28850.22,184509.247621705361208,184509.247621705361208,6206.884252,6206.884252,,,13754.25,127107,85.46,87.98,2.13441666666666666666666666666666666667,780.365,
2011,210100020202,Rio Orocovis,3,0,2417744.48091735401992752617227518226595,,919.306272005249775839649539924240815681,,57.676814629223321041398354276620337276,,605.729021743006279267911353837290013611,,58.842822553729992479898372604605474276,,607.023290539208684564646374181353515681,,2639.6055,2558.0205,3410925.0555634275285499109473840413795,3410883.7512048680205725621473840413795,2806.6682741822035857000503186501034,2753.2721602131910857000503186501034,41.3043585595079773488,53.39611397,228.638888888888888888888888888888888889,2426,76.79,85.64,.1890555743388888888888906777777777777778,206.8567209622000000000019964,
2011,210100020203,Rio Sana Muerto,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,210100020205,Rio Matrullas at Lago de Matrullas Dam,1,0,11139.70545521368234875,,37.62541477423449128863636363636363636364,,.36607416478234875,,.311630820994758825,,.36607416478234875,,.311630820994758825,,,0,4.12750607701105215612,,,,4.12750607701105215612,,10.5,26,71.66,75.2,.0288833333333333333333333333333333333333,10.6166,
2011,210100020208,Rio Toro Negro,3,0,30227.7041977423547265,,300.998402968816503279,,15.5867934068258265,,8.709287828349635289,,16.3417401436442265,,9.547278706218059289,,0,1011.024667,15.472628549021480867667,,150.5270986,,15.472628549021480867667,150.5270986,0.5,1,76.07,81.86,.0893427777777777777777777777777777777778,98.633068,
2011,210100020209,Rio Cialitos,2,0,18810.2681274351493554545454545454545455,,287.737792917231885995454545454545454545,,17.479621975923765,,12.141934987082733,,17.87429502216981,,12.58002206841584295,,,1535.335642,22.42225083706892422510909090909090909091,,232.8903748,,22.42225083706892422510909090909090909091,232.8903748,0,0,74.2475,78.62,.1010833333333333333333333333333333333333,73.972,
2011,210100020210,Rio Grande de Manati,5,0,4966680.16719242128079902227272727272727,,1629.016627318551358148863636363636363637,,6295.734778468696106976818181818181818181,,372.576754954946996069318181818181818182,,6297.389472301410844476818181818181818181,,374.413465109260354694318181818181818182,,51582.1824,35153.459187615468,4978.696189856706120505418181818181818182,4848.2583849896402104416,4227.36296206606515,1740.534446,130.437804867065910063818181818181818182,2486.82851570626515,751.833333333333333333333333333333333333,8749,78.89,89.6,0.2011784,478.329924,
2011,210100020402,Rio Grande de Arecibo at Lago Adjuntas Dam,3,0,78357.7088510445593511954545454545454545,,74.49847195559508902352272727272727272727,,14.58875227971023415,,9.8615914780216769775,,16.14280270717403415,,11.5865874525064949775,,3212.1117,91.18538157,11930.2473049218050320844325,11882.42536516197372,347.0385899028234375,256.1800950116769375,47.8219397598313120844325,90.85849489,18.44444444444444444444444444444444444444,183,75.7955,81.14,.1126528333333333333333333333333333333334,123.480065,
2011,210100020404,Rio Guaonica,1,0,707.17588070690925,,27.44227524280106025,,4.811283965,,2.04681411196600275,,4.824478873,,2.06146045920775275,,,630.863797,20.77208927,,0,,20.77208927,0,0,0,77.15,82.22,.0869166666666666666666666666666666666667,31.605,
